,Sen,word,pos,tag,predict
13873,Sentence: 34623,West,NNP,B-org,NNP
13874,Sentence: 34623,Bank,NNP,I-org,NNP
13875,Sentence: 34623,remain,VBP,O,NNP
13876,Sentence: 34623,Palestinians,NNS,B-gpe,NNP
13877,Sentence: 34623,',POS,O,POS
13878,Sentence: 34623,lack,NN,O,NN
13879,Sentence: 34623,of,IN,O,IN
13880,Sentence: 34623,access,NN,O,NN
13881,Sentence: 34623,to,TO,O,TO
13882,Sentence: 34623,land,NN,O,NN
13883,Sentence: 34623,and,CC,O,CC
13884,Sentence: 34623,resources,NNS,O,NNS
13885,Sentence: 34623,in,IN,O,IN
13886,Sentence: 34623,Israeli-controlled,JJ,O,DT
13887,Sentence: 34623,areas,NNS,O,NNS
13888,Sentence: 34623,",",",",O,","
13889,Sentence: 34623,import,NN,O,NN
13890,Sentence: 34623,and,CC,O,CC
13891,Sentence: 34623,export,NN,O,NN
13892,Sentence: 34623,restrictions,NNS,O,NNS
13893,Sentence: 34623,",",",",O,","
13894,Sentence: 34623,and,CC,O,CC
13895,Sentence: 34623,a,DT,O,DT
13896,Sentence: 34623,high-cost,JJ,O,JJ
13897,Sentence: 34623,capital,NN,O,NN
13898,Sentence: 34623,structure,NN,O,NN
13899,Sentence: 34623,.,.,O,.
13900,Sentence: 34624,Absent,NNP,O,VB
13901,Sentence: 34624,robust,JJ,O,DT
13902,Sentence: 34624,private,JJ,O,JJ
13903,Sentence: 34624,sector,NN,O,NN
13904,Sentence: 34624,growth,NN,O,NN
13905,Sentence: 34624,",",",",O,","
13906,Sentence: 34624,the,DT,O,DT
13907,Sentence: 34624,PA,NNP,B-org,NN
13908,Sentence: 34624,will,MD,O,MD
13909,Sentence: 34624,continue,VB,O,VB
13910,Sentence: 34624,to,TO,O,TO
13911,Sentence: 34624,rely,VB,O,VB
13912,Sentence: 34624,heavily,RB,O,RB
13913,Sentence: 34624,on,IN,O,IN
13914,Sentence: 34624,donor,NN,O,DT
13915,Sentence: 34624,aid,NN,O,NN
13916,Sentence: 34624,for,IN,O,IN
13917,Sentence: 34624,its,PRP$,O,PRP$
13918,Sentence: 34624,budgetary,JJ,O,JJ
13919,Sentence: 34624,needs,NNS,O,NNS
13920,Sentence: 34624,.,.,O,.
13921,Sentence: 34625,The,DT,O,DT
13922,Sentence: 34625,Indian,NNP,B-geo,JJ
13923,Sentence: 34625,Ocean,NNP,I-geo,NNP
13924,Sentence: 34625,is,VBZ,O,VBZ
13925,Sentence: 34625,the,DT,O,DT
13926,Sentence: 34625,third,JJ,O,JJ
13927,Sentence: 34625,largest,JJS,O,NN
13928,Sentence: 34625,of,IN,O,IN
13929,Sentence: 34625,the,DT,O,DT
13930,Sentence: 34625,world,NN,O,NN
13931,Sentence: 34625,'s,POS,O,POS
13932,Sentence: 34625,five,CD,O,CD
13933,Sentence: 34625,oceans,NNS,O,JJ
13934,Sentence: 34625,(,LRB,O,NN
13935,Sentence: 34625,after,IN,O,IN
13936,Sentence: 34625,the,DT,O,DT
13937,Sentence: 34625,Pacific,NNP,B-geo,NNP
13938,Sentence: 34625,Ocean,NNP,I-geo,NNP
13939,Sentence: 34625,and,CC,O,CC
13940,Sentence: 34625,Atlantic,NNP,B-geo,NNP
13941,Sentence: 34625,Ocean,NNP,I-geo,NNP
13942,Sentence: 34625,",",",",O,","
13943,Sentence: 34625,but,CC,O,CC
13944,Sentence: 34625,larger,JJR,O,NN
13945,Sentence: 34625,than,IN,O,IN
13946,Sentence: 34625,the,DT,O,DT
13947,Sentence: 34625,Southern,NNP,B-geo,NNP
13948,Sentence: 34625,Ocean,NNP,I-geo,NNP
13949,Sentence: 34625,and,CC,O,CC
13950,Sentence: 34625,Arctic,NNP,B-geo,NNP
13951,Sentence: 34625,Ocean,NNP,I-geo,NNP
13952,Sentence: 34625,),RRB,O,NNP
13953,Sentence: 34625,.,.,O,.
13954,Sentence: 34626,Four,CD,O,VB
13955,Sentence: 34626,critically,RB,O,DT
13956,Sentence: 34626,important,JJ,O,JJ
13957,Sentence: 34626,access,NN,O,NN
13958,Sentence: 34626,waterways,NNS,O,NNS
13959,Sentence: 34626,are,VBP,O,VBP
13960,Sentence: 34626,the,DT,O,DT
13961,Sentence: 34626,Suez,NNP,B-org,NN
13962,Sentence: 34626,Canal,NNP,I-org,.
13963,Sentence: 34626,(,LRB,O,LRB
13964,Sentence: 34626,Egypt,NNP,B-org,NNP
13965,Sentence: 34626,),RRB,O,NNP
13966,Sentence: 34626,",",",",O,","
13967,Sentence: 34626,Bab,NNP,B-per,IN
13968,Sentence: 34626,el,NNP,I-per,DT
13969,Sentence: 34626,Mandeb,NNP,I-per,NN
13970,Sentence: 34626,(,LRB,O,IN
13971,Sentence: 34626,Djibouti-Yemen,NNP,B-per,DT
13972,Sentence: 34626,),RRB,O,NN
13973,Sentence: 34626,",",",",O,","
13974,Sentence: 34626,Strait,NNP,B-geo,NNP
13975,Sentence: 34626,of,IN,O,IN
13976,Sentence: 34626,Hormuz,NNP,B-geo,DT
13977,Sentence: 34626,(,LRB,O,NN
13978,Sentence: 34626,Iran-Oman,NNP,O,.
13979,Sentence: 34626,),RRB,O,RRB
13980,Sentence: 34626,",",",",O,","
13981,Sentence: 34626,and,CC,O,CC
13982,Sentence: 34626,Strait,NNP,B-geo,NN
13983,Sentence: 34626,of,IN,O,IN
13984,Sentence: 34626,Malacca,NNP,B-geo,DT
13985,Sentence: 34626,(,LRB,O,NN
13986,Sentence: 34626,Indonesia-Malaysia,NNP,B-geo,IN
13987,Sentence: 34626,),RRB,O,NNP
13988,Sentence: 34626,.,.,O,.
13989,Sentence: 34627,The,DT,O,DT
13990,Sentence: 34627,decision,NN,O,NN
13991,Sentence: 34627,by,IN,O,IN
13992,Sentence: 34627,the,DT,O,DT
13993,Sentence: 34627,International,NNP,B-org,NNP
13994,Sentence: 34627,Hydrographic,NNP,I-org,NNP
13995,Sentence: 34627,Organization,NNP,I-org,NNP
13996,Sentence: 34627,in,IN,O,IN
13997,Sentence: 34627,the,DT,O,DT
13998,Sentence: 34627,spring,NN,B-tim,NN
13999,Sentence: 34627,of,IN,I-tim,IN
14000,Sentence: 34627,2000,CD,I-tim,CD
14001,Sentence: 34627,to,TO,O,TO
14002,Sentence: 34627,delimit,VB,O,VB
14003,Sentence: 34627,a,DT,O,DT
14004,Sentence: 34627,fifth,JJ,O,JJ
14005,Sentence: 34627,ocean,NN,O,NN
14006,Sentence: 34627,",",",",O,","
14007,Sentence: 34627,the,DT,O,DT
14008,Sentence: 34627,Southern,NNP,B-geo,NNP
14009,Sentence: 34627,Ocean,NNP,I-geo,NNP
14010,Sentence: 34627,",",",",O,","
14011,Sentence: 34627,removed,VBD,O,IN
14012,Sentence: 34627,the,DT,O,DT
14013,Sentence: 34627,portion,NN,O,NN
14014,Sentence: 34627,of,IN,O,IN
14015,Sentence: 34627,the,DT,O,DT
14016,Sentence: 34627,Indian,NNP,B-geo,JJ
14017,Sentence: 34627,Ocean,NNP,I-geo,NNP
14018,Sentence: 34627,south,NN,O,NN
14019,Sentence: 34627,of,IN,O,IN
14020,Sentence: 34627,60,CD,O,DT
14021,Sentence: 34627,degrees,NNS,O,JJ
14022,Sentence: 34627,south,JJ,O,NN
14023,Sentence: 34627,latitude,NN,O,NN
14024,Sentence: 34627,.,.,O,.
14025,Sentence: 34628,SOME,DT,O,CD
14026,Sentence: 34628,CRANES,NNS,O,NNS
14027,Sentence: 34628,made,VBD,O,VBD
14028,Sentence: 34628,their,PRP$,O,PRP$
14029,Sentence: 34628,feeding,NN,O,JJ
14030,Sentence: 34628,grounds,NNS,O,NNS
14031,Sentence: 34628,on,IN,O,IN
14032,Sentence: 34628,some,DT,O,DT
14033,Sentence: 34628,plowlands,NNS,O,NN
14034,Sentence: 34628,newly,RB,O,.
14035,Sentence: 34628,sown,VBN,O,``
14036,Sentence: 34628,with,IN,O,IN
14037,Sentence: 34628,wheat,NN,O,NN
14038,Sentence: 34628,.,.,O,.
14039,Sentence: 34629,For,IN,O,IN
14040,Sentence: 34629,a,DT,O,DT
14041,Sentence: 34629,long,JJ,O,JJ
14042,Sentence: 34629,time,NN,O,NN
14043,Sentence: 34629,the,DT,O,DT
14044,Sentence: 34629,Farmer,NNP,B-tim,NN
14045,Sentence: 34629,",",",",O,","
14046,Sentence: 34629,brandishing,VBG,O,IN
14047,Sentence: 34629,an,DT,O,DT
14048,Sentence: 34629,empty,JJ,O,JJ
14049,Sentence: 34629,sling,NN,O,NN
14050,Sentence: 34629,",",",",O,","
14051,Sentence: 34629,chased,VBD,O,VBD
14052,Sentence: 34629,them,PRP,O,PRP
14053,Sentence: 34629,away,RP,O,RB
14054,Sentence: 34629,by,IN,O,IN
14055,Sentence: 34629,the,DT,O,DT
14056,Sentence: 34629,terror,NN,O,NN
14057,Sentence: 34629,he,PRP,O,IN
14058,Sentence: 34629,inspired,VBD,O,DT
14059,Sentence: 34629,;,;,O,NN
14060,Sentence: 34629,but,CC,O,CC
14061,Sentence: 34629,when,WRB,O,WRB
14062,Sentence: 34629,the,DT,O,DT
14063,Sentence: 34629,birds,NNS,O,NNS
14064,Sentence: 34629,found,VBD,O,VBN
14065,Sentence: 34629,that,IN,O,IN
14066,Sentence: 34629,the,DT,O,DT
14067,Sentence: 34629,sling,NN,O,NN
14068,Sentence: 34629,was,VBD,O,VBD
14069,Sentence: 34629,only,RB,O,RB
14070,Sentence: 34629,swung,VBN,O,VBN
14071,Sentence: 34629,in,IN,O,IN
14072,Sentence: 34629,the,DT,O,DT
14073,Sentence: 34629,air,NN,O,NN
14074,Sentence: 34629,",",",",O,","
14075,Sentence: 34629,they,PRP,O,PRP
14076,Sentence: 34629,ceased,VBD,O,VBD
14077,Sentence: 34629,to,TO,O,TO
14078,Sentence: 34629,take,VB,O,VB
14079,Sentence: 34629,any,DT,O,DT
14080,Sentence: 34629,notice,NN,O,NN
14081,Sentence: 34629,of,IN,O,IN
14082,Sentence: 34629,it,PRP,O,PRP
14083,Sentence: 34629,and,CC,O,CC
14084,Sentence: 34629,would,MD,O,MD
14085,Sentence: 34629,not,RB,O,RB
14086,Sentence: 34629,move,VB,O,VB
14087,Sentence: 34629,.,.,O,.
14088,Sentence: 34630,The,DT,O,DT
14089,Sentence: 34630,Farmer,NNP,B-tim,NN
14090,Sentence: 34630,",",",",O,","
14091,Sentence: 34630,on,IN,O,IN
14092,Sentence: 34630,seeing,VBG,O,DT
14093,Sentence: 34630,this,DT,O,NN
14094,Sentence: 34630,",",",",O,","
14095,Sentence: 34630,charged,VBD,O,VBD
14096,Sentence: 34630,his,PRP$,O,PRP$
14097,Sentence: 34630,sling,VBG,O,NN
14098,Sentence: 34630,with,IN,O,IN
14099,Sentence: 34630,stones,NNS,O,NNP
14100,Sentence: 34630,",",",",O,","
14101,Sentence: 34630,and,CC,O,CC
14102,Sentence: 34630,killed,VBD,O,VBD
14103,Sentence: 34630,a,DT,O,DT
14104,Sentence: 34630,great,JJ,O,JJ
14105,Sentence: 34630,number,NN,O,NN
14106,Sentence: 34630,.,.,O,.
14107,Sentence: 34631,The,DT,O,DT
14108,Sentence: 34631,remaining,VBG,O,JJ
14109,Sentence: 34631,birds,NNS,O,NNS
14110,Sentence: 34631,at,IN,O,IN
14111,Sentence: 34631,once,RB,O,NN
14112,Sentence: 34631,forsook,VB,O,IN
14113,Sentence: 34631,his,PRP$,O,PRP$
14114,Sentence: 34631,fields,NNS,O,NNS
14115,Sentence: 34631,",",",",O,","
14116,Sentence: 34631,crying,VBG,O,VBG
14117,Sentence: 34631,to,TO,O,TO
14118,Sentence: 34631,each,DT,O,DT
14119,Sentence: 34631,other,NN,O,JJ
14120,Sentence: 34631,",",",",O,","
14121,Sentence: 34631,"""",``,O,``
14122,Sentence: 34631,It,PRP,O,PRP
14123,Sentence: 34631,is,VBZ,O,VBZ
14124,Sentence: 34631,time,NN,O,NN
14125,Sentence: 34631,for,IN,O,IN
14126,Sentence: 34631,us,PRP,O,NNP
14127,Sentence: 34631,to,TO,O,TO
14128,Sentence: 34631,be,VB,O,VB
14129,Sentence: 34631,off,RB,O,RP
14130,Sentence: 34631,to,TO,O,TO
14131,Sentence: 34631,Liliput,NNP,B-geo,VB
14132,Sentence: 34631,:,IN,O,VBN
14133,Sentence: 34631,for,IN,O,IN
14134,Sentence: 34631,this,DT,O,DT
14135,Sentence: 34631,man,NN,O,NN
14136,Sentence: 34631,is,VBZ,O,VBZ
14137,Sentence: 34631,no,RB,O,DT
14138,Sentence: 34631,longer,RB,O,JJ
14139,Sentence: 34631,content,JJ,O,NN
14140,Sentence: 34631,to,TO,O,TO
14141,Sentence: 34631,scare,VB,O,VB
14142,Sentence: 34631,us,PRP,O,NN
14143,Sentence: 34631,",",",",O,","
14144,Sentence: 34631,but,CC,O,CC
14145,Sentence: 34631,begins,VBZ,O,VBZ
14146,Sentence: 34631,to,TO,O,TO
14147,Sentence: 34631,show,VB,O,VB
14148,Sentence: 34631,us,PRP,O,VBN
14149,Sentence: 34631,in,IN,O,IN
14150,Sentence: 34631,earnest,JJ,O,NNS
14151,Sentence: 34631,what,WP,O,WP
14152,Sentence: 34631,he,PRP,O,PRP
14153,Sentence: 34631,can,MD,O,MD
14154,Sentence: 34631,do,VB,O,VB
14155,Sentence: 34631,.,.,O,.
14156,Sentence: 34631,"""",``,O,``
14157,Sentence: 34632,If,IN,O,CD
14158,Sentence: 34632,words,NNS,O,NNS
14159,Sentence: 34632,suffice,VBP,O,VBP
14160,Sentence: 34632,not,RB,O,RB
14161,Sentence: 34632,",",",",O,","
14162,Sentence: 34632,blows,NNS,O,WDT
14163,Sentence: 34632,must,MD,O,MD
14164,Sentence: 34632,follow,VB,O,VB
14165,Sentence: 34632,.,.,O,.
14166,Sentence: 34633,A,DT,O,DT
14167,Sentence: 34633,VERY,RB,O,NN
14168,Sentence: 34633,HUNGRY,JJ,O,IN
14169,Sentence: 34633,FOX,NN,O,NNP
14170,Sentence: 34633,",",",",O,","
14171,Sentence: 34633,seeing,VBG,O,VBG
14172,Sentence: 34633,some,DT,O,DT
14173,Sentence: 34633,bread,NN,O,NN
14174,Sentence: 34633,and,CC,O,CC
14175,Sentence: 34633,meat,NN,O,NN
14176,Sentence: 34633,left,VBN,O,VBD
14177,Sentence: 34633,by,IN,O,IN
14178,Sentence: 34633,shepherds,NNS,O,NN
14179,Sentence: 34633,in,IN,O,IN
14180,Sentence: 34633,the,DT,O,DT
14181,Sentence: 34633,hollow,NN,O,NN
14182,Sentence: 34633,of,IN,O,IN
14183,Sentence: 34633,an,DT,O,DT
14184,Sentence: 34633,oak,NN,O,NN
14185,Sentence: 34633,",",",",O,","
14186,Sentence: 34633,crept,VBD,O,VBG
14187,Sentence: 34633,into,IN,O,IN
14188,Sentence: 34633,the,DT,O,DT
14189,Sentence: 34633,hole,NN,O,NN
14190,Sentence: 34633,and,CC,O,CC
14191,Sentence: 34633,made,VBD,O,VBD
14192,Sentence: 34633,a,DT,O,DT
14193,Sentence: 34633,hearty,JJ,O,JJ
14194,Sentence: 34633,meal,NN,O,NN
14195,Sentence: 34633,.,.,O,.
14196,Sentence: 34634,When,WRB,O,WRB
14197,Sentence: 34634,he,PRP,O,PRP
14198,Sentence: 34634,finished,VBD,O,VBD
14199,Sentence: 34634,",",",",O,","
14200,Sentence: 34634,he,PRP,O,PRP
14201,Sentence: 34634,was,VBD,O,VBD
14202,Sentence: 34634,so,RB,O,RB
14203,Sentence: 34634,full,JJ,O,VBN
14204,Sentence: 34634,that,IN,O,IN
14205,Sentence: 34634,he,PRP,O,PRP
14206,Sentence: 34634,was,VBD,O,VBD
14207,Sentence: 34634,not,RB,O,RB
14208,Sentence: 34634,able,JJ,O,VBN
14209,Sentence: 34634,to,TO,O,TO
14210,Sentence: 34634,get,VB,O,VB
14211,Sentence: 34634,out,RP,O,RP
14212,Sentence: 34634,",",",",O,","
14213,Sentence: 34634,and,CC,O,CC
14214,Sentence: 34634,began,VBD,O,VBD
14215,Sentence: 34634,to,TO,O,TO
14216,Sentence: 34634,groan,VB,O,VB
14217,Sentence: 34634,and,CC,O,CC
14218,Sentence: 34634,lament,VB,O,VBD
14219,Sentence: 34634,his,PRP$,O,PRP$
14220,Sentence: 34634,fate,NN,O,NN
14221,Sentence: 34634,.,.,O,.
14222,Sentence: 34635,Another,DT,O,DT
14223,Sentence: 34635,Fox,NN,O,NNP
14224,Sentence: 34635,passing,VBG,O,NN
14225,Sentence: 34635,by,IN,O,IN
14226,Sentence: 34635,heard,VBD,O,VBG
14227,Sentence: 34635,his,PRP$,O,PRP$
14228,Sentence: 34635,cries,NNS,O,NN
14229,Sentence: 34635,",",",",O,","
14230,Sentence: 34635,and,CC,O,CC
14231,Sentence: 34635,coming,VBG,O,JJ
14232,Sentence: 34635,up,RB,O,NN
14233,Sentence: 34635,",",",",O,","
14234,Sentence: 34635,inquired,VBD,O,IN
14235,Sentence: 34635,the,DT,O,DT
14236,Sentence: 34635,cause,NN,O,NN
14237,Sentence: 34635,of,IN,O,IN
14238,Sentence: 34635,his,PRP$,O,PRP$
14239,Sentence: 34635,complaining,VBG,O,NN
14240,Sentence: 34635,.,.,O,.
14241,Sentence: 34636,On,IN,O,IN
14242,Sentence: 34636,learning,VBG,O,DT
14243,Sentence: 34636,what,WP,O,NN
14244,Sentence: 34636,had,VBD,O,VBD
14245,Sentence: 34636,happened,VBN,O,NNP
14246,Sentence: 34636,",",",",O,","
14247,Sentence: 34636,he,PRP,O,PRP
14248,Sentence: 34636,said,VBD,O,VBD
14249,Sentence: 34636,to,TO,O,TO
14250,Sentence: 34636,him,PRP,O,NNP
14251,Sentence: 34636,",",",",O,","
14252,Sentence: 34636,"""",``,O,``
14253,Sentence: 34636,Ah,UH,O,NNP
14254,Sentence: 34636,",",",",O,","
14255,Sentence: 34636,you,PRP,O,PRP
14256,Sentence: 34636,will,MD,O,MD
14257,Sentence: 34636,have,VB,O,VB
14258,Sentence: 34636,to,TO,O,TO
14259,Sentence: 34636,remain,VB,O,VB
14260,Sentence: 34636,there,RB,O,RB
14261,Sentence: 34636,",",",",O,","
14262,Sentence: 34636,my,PRP$,O,DT
14263,Sentence: 34636,friend,NN,O,NN
14264,Sentence: 34636,",",",",O,","
14265,Sentence: 34636,until,IN,O,IN
14266,Sentence: 34636,you,PRP,O,DT
14267,Sentence: 34636,become,VBP,O,JJ
14268,Sentence: 34636,such,JJ,O,NN
14269,Sentence: 34636,as,IN,O,IN
14270,Sentence: 34636,you,PRP,O,PRP
14271,Sentence: 34636,were,VBD,O,VBD
14272,Sentence: 34636,when,WRB,O,WRB
14273,Sentence: 34636,you,PRP,O,PRP
14274,Sentence: 34636,crept,VBP,O,VBD
14275,Sentence: 34636,in,IN,O,IN
14276,Sentence: 34636,",",",",O,","
14277,Sentence: 34636,and,CC,O,CC
14278,Sentence: 34636,then,RB,O,VBD
14279,Sentence: 34636,you,PRP,O,PRP
14280,Sentence: 34636,will,MD,O,MD
14281,Sentence: 34636,easily,RB,O,RB
14282,Sentence: 34636,get,VB,O,VB
14283,Sentence: 34636,out,RP,O,RP
14284,Sentence: 34636,.,.,O,.
14285,Sentence: 34636,"""",``,O,``
14286,Sentence: 34637,AN,DT,O,DT
14287,Sentence: 34637,Orator,NN,O,JJ
14288,Sentence: 34637,afflicted,VBD,O,NN
14289,Sentence: 34637,with,IN,O,IN
14290,Sentence: 34637,atrophy,NN,O,NN
14291,Sentence: 34637,of,IN,O,IN
14292,Sentence: 34637,the,DT,O,DT
14293,Sentence: 34637,organ,NN,O,NN
14294,Sentence: 34637,of,IN,O,IN
14295,Sentence: 34637,common-sense,NN,O,DT
14296,Sentence: 34637,rose,VBD,O,NN
14297,Sentence: 34637,in,IN,O,IN
14298,Sentence: 34637,his,PRP$,O,PRP$
14299,Sentence: 34637,place,NN,O,NN
14300,Sentence: 34637,in,IN,O,IN
14301,Sentence: 34637,the,DT,O,DT
14302,Sentence: 34637,halls,NNS,O,NN
14303,Sentence: 34637,of,IN,O,IN
14304,Sentence: 34637,legislation,NN,O,NN
14305,Sentence: 34637,and,CC,O,CC
14306,Sentence: 34637,pointed,VBD,O,NN
14307,Sentence: 34637,with,IN,O,IN
14308,Sentence: 34637,pride,NN,O,NNP
14309,Sentence: 34637,to,TO,O,TO
14310,Sentence: 34637,his,PRP$,O,PRP$
14311,Sentence: 34637,Unblotted,JJ,O,JJ
14312,Sentence: 34637,Escutcheon,NN,O,NN
14313,Sentence: 34637,.,.,O,.
14314,Sentence: 34638,Seeing,VBG,O,``
14315,Sentence: 34638,what,WP,O,WP
14316,Sentence: 34638,it,PRP,O,PRP
14317,Sentence: 34638,supposed,VBD,O,VBD
14318,Sentence: 34638,to,TO,O,TO
14319,Sentence: 34638,be,VB,O,VB
14320,Sentence: 34638,the,DT,O,DT
14321,Sentence: 34638,finger,NN,O,NN
14322,Sentence: 34638,of,IN,O,IN
14323,Sentence: 34638,scorn,NN,O,DT
14324,Sentence: 34638,pointed,VBD,O,NN
14325,Sentence: 34638,at,IN,O,IN
14326,Sentence: 34638,it,PRP,O,PRP
14327,Sentence: 34638,",",",",O,","
14328,Sentence: 34638,the,DT,O,DT
14329,Sentence: 34638,Unblotted,JJ,O,NN
14330,Sentence: 34638,Escutcheon,NN,O,IN
14331,Sentence: 34638,turned,VBD,O,DT
14332,Sentence: 34638,black,JJ,O,NN
14333,Sentence: 34638,with,IN,O,IN
14334,Sentence: 34638,rage,NN,O,NNP
14335,Sentence: 34638,.,.,O,.
14336,Sentence: 34639,Seeing,VBG,O,VB
14337,Sentence: 34639,the,DT,O,DT
14338,Sentence: 34639,Unblotted,JJ,O,NN
14339,Sentence: 34639,Escutcheon,NN,O,IN
14340,Sentence: 34639,turning,VBG,O,DT
14341,Sentence: 34639,black,JJ,O,NN
14342,Sentence: 34639,with,IN,O,IN
14343,Sentence: 34639,what,WP,O,WP
14344,Sentence: 34639,he,PRP,O,PRP
14345,Sentence: 34639,supposed,VBD,O,VBD
14346,Sentence: 34639,to,TO,O,TO
14347,Sentence: 34639,be,VB,O,VB
14348,Sentence: 34639,the,DT,O,DT
14349,Sentence: 34639,record,NN,O,NN
14350,Sentence: 34639,of,IN,O,IN
14351,Sentence: 34639,his,PRP$,O,PRP$
14352,Sentence: 34639,own,JJ,O,JJ
14353,Sentence: 34639,misdeeds,NNS,O,NN
14354,Sentence: 34639,showing,VBG,O,NN
14355,Sentence: 34639,through,IN,O,IN
14356,Sentence: 34639,the,DT,O,DT
14357,Sentence: 34639,whitewash,NN,O,NN
14358,Sentence: 34639,",",",",O,","
14359,Sentence: 34639,the,DT,O,DT
14360,Sentence: 34639,Orator,NN,O,NN
14361,Sentence: 34639,fell,VBD,O,VBD
14362,Sentence: 34639,dead,NN,O,VBN
14363,Sentence: 34639,of,IN,O,IN
14364,Sentence: 34639,mortification,NN,O,NNP
14365,Sentence: 34639,.,.,O,.
14366,Sentence: 34640,Seeing,VBG,O,VB
14367,Sentence: 34640,the,DT,O,DT
14368,Sentence: 34640,Orator,NN,O,JJ
14369,Sentence: 34640,fall,VB,O,NN
14370,Sentence: 34640,dead,NN,O,NN
14371,Sentence: 34640,of,IN,O,IN
14372,Sentence: 34640,what,WP,O,WP
14373,Sentence: 34640,they,PRP,O,PRP
14374,Sentence: 34640,supposed,VBD,O,VBD
14375,Sentence: 34640,to,TO,O,TO
14376,Sentence: 34640,be,VB,O,VB
14377,Sentence: 34640,atrophy,NN,O,NN
14378,Sentence: 34640,of,IN,O,IN
14379,Sentence: 34640,the,DT,O,DT
14380,Sentence: 34640,organ,NN,O,NN
14381,Sentence: 34640,of,IN,O,IN
14382,Sentence: 34640,common-sense,NN,O,NNP
14383,Sentence: 34640,",",",",O,","
14384,Sentence: 34640,his,PRP$,O,PRP$
14385,Sentence: 34640,colleagues,NNS,O,NNS
14386,Sentence: 34640,resolved,VBD,O,VBN
14387,Sentence: 34640,that,IN,O,IN
14388,Sentence: 34640,whenever,WRB,O,VBG
14389,Sentence: 34640,they,PRP,O,PRP
14390,Sentence: 34640,should,MD,O,MD
14391,Sentence: 34640,adjourn,VB,O,VB
14392,Sentence: 34640,because,IN,O,IN
14393,Sentence: 34640,they,PRP,O,PRP
14394,Sentence: 34640,were,VBD,O,VBD
14395,Sentence: 34640,tired,JJ,O,NNP
14396,Sentence: 34640,",",",",O,","
14397,Sentence: 34640,it,PRP,O,PRP
14398,Sentence: 34640,should,MD,O,MD
14399,Sentence: 34640,be,VB,O,VB
14400,Sentence: 34640,out,IN,O,RP
14401,Sentence: 34640,of,IN,O,IN
14402,Sentence: 34640,respect,NN,O,NN
14403,Sentence: 34640,to,TO,O,TO
14404,Sentence: 34640,the,DT,O,DT
14405,Sentence: 34640,memory,NN,O,NN
14406,Sentence: 34640,of,IN,O,IN
14407,Sentence: 34640,him,PRP,O,PRP
14408,Sentence: 34640,who,WP,O,WP
14409,Sentence: 34640,had,VBD,O,VBD
14410,Sentence: 34640,so,RB,O,RB
14411,Sentence: 34640,frequently,RB,O,RB
14412,Sentence: 34640,made,VBN,O,VBD
14413,Sentence: 34640,them,PRP,O,PRP
14414,Sentence: 34640,so,RB,O,RB
14415,Sentence: 34640,.,.,O,.
14416,Sentence: 34641,U.S.,NNP,B-org,NNP
14417,Sentence: 34641,President,NNP,B-per,NNP
14418,Sentence: 34641,George,NNP,I-per,NNP
14419,Sentence: 34641,Bush,NNP,I-per,NNP
14420,Sentence: 34641,has,VBZ,O,VBZ
14421,Sentence: 34641,commented,VBN,O,VBN
14422,Sentence: 34641,on,IN,O,IN
14423,Sentence: 34641,his,PRP$,O,PRP$
14424,Sentence: 34641,meeting,NN,O,NN
14425,Sentence: 34641,this,DT,O,DT
14426,Sentence: 34641,week,NN,O,NN
14427,Sentence: 34641,with,IN,O,IN
14428,Sentence: 34641,Iraqi,JJ,B-gpe,JJ
14429,Sentence: 34641,Prime,NNP,B-per,NNP
14430,Sentence: 34641,Minister,NNP,I-per,NNP
14431,Sentence: 34641,Nouri,NNP,I-per,NNP
14432,Sentence: 34641,al-Maliki,NNP,I-per,NNP
14433,Sentence: 34641,",",",",O,","
14434,Sentence: 34641,saying,VBG,O,VBG
14435,Sentence: 34641,Mr.,NNP,B-per,NNP
14436,Sentence: 34641,Maliki,NNP,I-per,NNP
14437,Sentence: 34641,made,VBD,O,VBD
14438,Sentence: 34641,it,PRP,O,PRP
14439,Sentence: 34641,clear,JJ,O,VBD
14440,Sentence: 34641,that,IN,O,IN
14441,Sentence: 34641,the,DT,O,DT
14442,Sentence: 34641,Iraqi,JJ,B-gpe,JJ
14443,Sentence: 34641,people,NNS,O,NNS
14444,Sentence: 34641,do,VBP,O,VBP
14445,Sentence: 34641,not,RB,O,RB
14446,Sentence: 34641,want,VB,O,VB
14447,Sentence: 34641,the,DT,O,DT
14448,Sentence: 34641,country,NN,O,NN
14449,Sentence: 34641,partitioned,VBN,O,NN
14450,Sentence: 34641,.,.,O,.
14451,Sentence: 34642,Mr.,NNP,B-per,NNP
14452,Sentence: 34642,Bush,NNP,I-per,NNP
14453,Sentence: 34642,said,VBD,O,VBD
14454,Sentence: 34642,in,IN,O,IN
14455,Sentence: 34642,his,PRP$,O,PRP$
14456,Sentence: 34642,Saturday,NNP,B-tim,NNP
14457,Sentence: 34642,radio,NN,O,NN
14458,Sentence: 34642,address,NN,O,IN
14459,Sentence: 34642,Saturday,NNP,B-tim,NNP
14460,Sentence: 34642,that,IN,O,IN
14461,Sentence: 34642,Mr.,NNP,B-per,NNP
14462,Sentence: 34642,Maliki,NNP,I-per,NNP
14463,Sentence: 34642,told,VBD,O,VBD
14464,Sentence: 34642,him,PRP,O,PRP
14465,Sentence: 34642,partitioning,VBG,O,VBD
